LineData,School,County,CasesPriorWeek,StudentsPriorWeek,TeachersPriorWeek,StaffPriorWeek,UnknownPriorWeek,SymptomsPriorWeekNo,SymptomsPriorWeekYes,SymptomsPriorWeekUnknown,CasesTotal,StudentsTotal,TeachersTotal,StaffTotal,UnknownTotal,SymptomsTotalYes,SymptomsTotalNo,SymptomsTotalUnknown
SEMINOLE MIDDLE SCHOOL (SEMINOLE) PINELLAS 1 1 0 0 0 0 1 0,SEMINOLE MIDDLE SCHOOL (SEMINOLE),PINELLAS,,,,,,,,,1,1,0,0,0,0,1,0
SHORE ACRES ELEMENTARY SCHOOL (ST PETERSBURG) PINELLAS 2 0 0 0 2 2 0 0 3 0 0 0 3 3 0 0,SHORE ACRES ELEMENTARY SCHOOL (ST PETERSBURG),PINELLAS,2,0,0,0,2,2,0,0,3,0,0,0,3,3,0,0
SHORECREST PREPARATORY SCHOOL (SAINT PETERSBURG) PINELLAS 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,SHORECREST PREPARATORY SCHOOL (SAINT PETERSBURG),PINELLAS,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
SKYCREST CHRISTIAN SCHOOL (CLEARWATER) PINELLAS 1 1 0 0 0 1 0 0,SKYCREST CHRISTIAN SCHOOL (CLEARWATER),PINELLAS,,,,,,,,,1,1,0,0,0,1,0,0
ST. PETERSBURG COLLEGIATE HIGH SCHOOL (ST PETERSBURG) PINELLAS 1 1 0 0 0 1 0 0,ST. PETERSBURG COLLEGIATE HIGH SCHOOL (ST PETERSBURG),PINELLAS,,,,,,,,,1,1,0,0,0,1,0,0
ST. PETERSBURG HIGH SCHOOL (ST PETERSBURG) PINELLAS 3 3 0 0 0 2 1 0 12 11 0 0 1 10 2 0,ST. PETERSBURG HIGH SCHOOL (ST PETERSBURG),PINELLAS,3,3,0,0,0,2,1,0,12,11,0,0,1,10,2,0
SURGE CHRISTIAN ACADEMY (CLEARWATER) PINELLAS 1 1 0 0 0 1 0 0,SURGE CHRISTIAN ACADEMY (CLEARWATER),PINELLAS,,,,,,,,,1,1,0,0,0,1,0,0
TARPON SPRINGS ELEMENTARY SCHOOL (TARPON SPRINGS) PINELLAS 4 3 0 0 1 4 0 0,TARPON SPRINGS ELEMENTARY SCHOOL (TARPON SPRINGS),PINELLAS,,,,,,,,,4,3,0,0,1,4,0,0
TARPON SPRINGS FUNDAMENTAL ELE (TARPON SPRINGS) PINELLAS 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0,TARPON SPRINGS FUNDAMENTAL ELE (TARPON SPRINGS),PINELLAS,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
TARPON SPRINGS HIGH SCHOOL (TARPON SPRINGS) PINELLAS 1 1 0 0 0 1 0 0 4 4 0 0 0 3 1 0,TARPON SPRINGS HIGH SCHOOL (TARPON SPRINGS),PINELLAS,1,1,0,0,0,1,0,0,4,4,0,0,0,3,1,0
TARPON SPRINGS MIDDLE SCHOOL (TARPON SPRINGS) PINELLAS 1 1 0 0 0 0 1 0,TARPON SPRINGS MIDDLE SCHOOL (TARPON SPRINGS),PINELLAS,,,,,,,,,1,1,0,0,0,0,1,0
THURGOOD MARSHALL FUNDAMENTAL (ST PETERSBURG) PINELLAS 1 1 0 0 0 0 1 0,THURGOOD MARSHALL FUNDAMENTAL (ST PETERSBURG),PINELLAS,,,,,,,,,1,1,0,0,0,0,1,0
WALSINGHAM ELEMENTARY SCHOOL (LARGO) PINELLAS 1 1 0 0 0 1 0 0,WALSINGHAM ELEMENTARY SCHOOL (LARGO),PINELLAS,,,,,,,,,1,1,0,0,0,1,0,0
WESTGATE ELEMENTARY SCHOOL (ST PETERSBURG) PINELLAS 5 5 0 0 0 4 1 0,WESTGATE ELEMENTARY SCHOOL (ST PETERSBURG),PINELLAS,,,,,,,,,5,5,0,0,0,4,1,0
ABA HAINES CITY INC (HAINES CITY) POLK 2 1 0 0 1 1 1 0,ABA HAINES CITY INC (HAINES CITY),POLK,,,,,,,,,2,1,0,0,1,1,1,0
ALL SAINTS' ACADEMY (WINTER HAVEN) POLK 2 2 0 0 0 1 1 0 5 3 2 0 0 4 1 0,ALL SAINTS' ACADEMY (WINTER HAVEN),POLK,2,2,0,0,0,1,1,0,5,3,2,0,0,4,1,0
ALTA VISTA ELEMENTARY SCHOOL (HAINES CITY) POLK 2 2 0 0 0 2 0 0,ALTA VISTA ELEMENTARY SCHOOL (HAINES CITY),POLK,,,,,,,,,2,2,0,0,0,2,0,0
ALTURAS ELEMENTARY SCHOOL (ALTURAS) POLK 1 0 1 0 0 1 0 0,ALTURAS ELEMENTARY SCHOOL (ALTURAS),POLK,,,,,,,,,1,0,1,0,0,1,0,0
AUBURNDALE CENTRAL ELEMENTARY SCHOOL (AUBURNDALE) POLK 2 0 0 0 2 2 0 0 2 0 0 0 2 2 0 0,AUBURNDALE CENTRAL ELEMENTARY SCHOOL (AUBURNDALE),POLK,2,0,0,0,2,2,0,0,2,0,0,0,2,2,0,0
AUBURNDALE SENIOR HIGH SCHOOL (AUBURNDALE) POLK 4 4 0 0 0 3 1 0,AUBURNDALE SENIOR HIGH SCHOOL (AUBURNDALE),POLK,,,,,,,,,4,4,0,0,0,3,1,0
BARTOW ELEMENTARY ACADEMY (BARTOW) POLK 3 3 0 0 0 3 0 0,BARTOW ELEMENTARY ACADEMY (BARTOW),POLK,,,,,,,,,3,3,0,0,0,3,0,0
BARTOW SENIOR HIGH SCHOOL (BARTOW) POLK 3 2 0 0 1 3 0 0 7 6 0 0 1 6 1 0,BARTOW SENIOR HIGH SCHOOL (BARTOW),POLK,3,2,0,0,1,3,0,0,7,6,0,0,1,6,1,0
BEN HILL GRIFFIN JR ELEMENTARY SCHOOL (FROSTPROOF) POLK 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0,BEN HILL GRIFFIN JR ELEMENTARY SCHOOL (FROSTPROOF),POLK,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
BERKLEY ACCELERATED MIDDLE SCHOOL (AUBURNDALE) POLK 1 1 0 0 0 1 0 0,BERKLEY ACCELERATED MIDDLE SCHOOL (AUBURNDALE),POLK,,,,,,,,,1,1,0,0,0,1,0,0
BERKLEY ELEMENTARY SCHOOL (AUBURNDALE) POLK 1 1 0 0 0 0 1 0,BERKLEY ELEMENTARY SCHOOL (AUBURNDALE),POLK,,,,,,,,,1,1,0,0,0,0,1,0
BETHUNE ACADEMY (HAINES CITY) POLK 3 2 1 0 0 2 1 0,BETHUNE ACADEMY (HAINES CITY),POLK,,,,,,,,,3,2,1,0,0,2,1,0
BRILLIANT MINDS EARLY LEARNING ACADEMY (MULBERRY) POLK 2 1 1 0 0 1 1 0 2 1 1 0 0 1 1 0,BRILLIANT MINDS EARLY LEARNING ACADEMY (MULBERRY),POLK,2,1,1,0,0,1,1,0,2,1,1,0,0,1,1,0
CENTRAL FLORIDA AEROSPACE ACADEMY POLK 1 1 0 0 0 1 0 0,CENTRAL FLORIDA AEROSPACE ACADEMY,POLK,,,,,,,,,1,1,0,0,0,1,0,0
CHAIN OF LAKES COLLEGIATE HIGH (WINTER HAVEN) POLK 1 1 0 0 0 1 0 0,CHAIN OF LAKES COLLEGIATE HIGH (WINTER HAVEN),POLK,,,,,,,,,1,1,0,0,0,1,0,0
CHAIN OF LAKES ELEMENTARY SCHOOL (WINTER HAVEN) POLK 1 1 0 0 0 1 0 0,CHAIN OF LAKES ELEMENTARY SCHOOL (WINTER HAVEN),POLK,,,,,,,,,1,1,0,0,0,1,0,0
CITRUS RIDGE A CIVICS ACADEMY (DAVENPORT) POLK 1 1 0 0 0 1 0 0 2 1 1 0 0 2 0 0,CITRUS RIDGE A CIVICS ACADEMY (DAVENPORT),POLK,1,1,0,0,0,1,0,0,2,1,1,0,0,2,0,0
CLARENCE BOSWELL ELEMENTARY SCHOOL (AUBURNDALE) POLK 1 0 1 0 0 1 0 0,CLARENCE BOSWELL ELEMENTARY SCHOOL (AUBURNDALE),POLK,,,,,,,,,1,0,1,0,0,1,0,0
COMBEE ACADEMY OF DESIGN AND ENGINEERING (LAKELAND) POLK 1 0 0 0 1 1 0 0,COMBEE ACADEMY OF DESIGN AND ENGINEERING (LAKELAND),POLK,,,,,,,,,1,0,0,0,1,1,0,0
COMPASS MIDDLE CHARTER SCHOOL (BARTOW) POLK 2 1 0 1 0 1 1 0,COMPASS MIDDLE CHARTER SCHOOL (BARTOW),POLK,,,,,,,,,2,1,0,1,0,1,1,0
CRYSTAL LAKE ELEMENTARY SCHOOL (LAKELAND) POLK 1 1 0 0 0 0 1 0,CRYSTAL LAKE ELEMENTARY SCHOOL (LAKELAND),POLK,,,,,,,,,1,1,0,0,0,0,1,0
CRYSTAL LAKE MIDDLE SCHOOL (LAKELAND) POLK 1 0 0 0 1 1 0 0,CRYSTAL LAKE MIDDLE SCHOOL (LAKELAND),POLK,,,,,,,,,1,0,0,0,1,1,0,0
DAVENPORT ELEMENTARY (DAVENPORT) POLK 2 2 0 0 0 2 0 0 3 2 0 1 0 3 0 0,DAVENPORT ELEMENTARY (DAVENPORT),POLK,2,2,0,0,0,2,0,0,3,2,0,1,0,3,0,0
DENISON MIDDLE SCHOOL (WINTER HAVEN) POLK 1 0 1 0 0 0 1 0 4 1 2 0 1 3 1 0,DENISON MIDDLE SCHOOL (WINTER HAVEN),POLK,1,0,1,0,0,0,1,0,4,1,2,0,1,3,1,0
DISCOVERY ACADEMY OF LAKE ALFRED (LAKE ALFRED) POLK 7 6 0 0 1 4 3 0,DISCOVERY ACADEMY OF LAKE ALFRED (LAKE ALFRED),POLK,,,,,,,,,7,6,0,0,1,4,3,0
DUNDEE RIDGE MIDDLE ACADEMY (DUNDEE) POLK 1 1 0 0 0 1 0 0,DUNDEE RIDGE MIDDLE ACADEMY (DUNDEE),POLK,,,,,,,,,1,1,0,0,0,1,0,0
EAGLE LAKE ELEMENTARY SCHOOL (EAGLE LAKE) POLK 1 1 0 0 0 0 1 0,EAGLE LAKE ELEMENTARY SCHOOL (EAGLE LAKE),POLK,,,,,,,,,1,1,0,0,0,0,1,0
EASTSIDE ELEMENTARY SCHOOL (HAINES CITY) POLK 1 1 0 0 0 1 0 0,EASTSIDE ELEMENTARY SCHOOL (HAINES CITY),POLK,,,,,,,,,1,1,0,0,0,1,0,0
EDGAR L. PADGETT ELEMENTARY (LAKELAND) POLK 2 2 0 0 0 2 0 0,EDGAR L. PADGETT ELEMENTARY (LAKELAND),POLK,,,,,,,,,2,2,0,0,0,2,0,0
EDWARD W BOK ACADEMY NORTH (LAKE WALES) POLK 1 1 0 0 0 0 1 0,EDWARD W BOK ACADEMY NORTH (LAKE WALES),POLK,,,,,,,,,1,1,0,0,0,0,1,0
ENDTIME CHRISTIAN SCHOOL OF EXCELLENCE (LAKE WALES) POLK 1 0 1 0 0 1 0 0,ENDTIME CHRISTIAN SCHOOL OF EXCELLENCE (LAKE WALES),POLK,,,,,,,,,1,0,1,0,0,1,0,0
ESTHER'S SCHOOL INC - HAINES CITY (HAINES CITY) POLK 3 0 1 1 1 1 2 0,ESTHER'S SCHOOL INC - HAINES CITY (HAINES CITY),POLK,,,,,,,,,3,0,1,1,1,1,2,0
FIRST METHODIST SCHOOL INC. (BARTOW) POLK 4 2 1 0 1 4 0 0,FIRST METHODIST SCHOOL INC. (BARTOW),POLK,,,,,,,,,4,2,1,0,1,4,0,0
FLORAL AVENUE ELEMENTARY SCHOOL (BARTOW) POLK 2 2 0 0 0 1 1 0,FLORAL AVENUE ELEMENTARY SCHOOL (BARTOW),POLK,,,,,,,,,2,2,0,0,0,1,1,0
FORT MEADE MIDDLE/SENIOR HIGH SCHOOL (FORT MEADE) POLK 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,FORT MEADE MIDDLE/SENIOR HIGH SCHOOL (FORT MEADE),POLK,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
FRED G. GARNER ELEMENTARY SCHOOL (WINTER HAVEN) POLK 1 1 0 0 0 1 0 0 7 4 0 0 3 4 2 1,FRED G. GARNER ELEMENTARY SCHOOL (WINTER HAVEN),POLK,1,1,0,0,0,1,0,0,7,4,0,0,3,4,2,1
FROSTPROOF MIDDLE/SENIOR HIGH (FROSTPROOF) POLK 2 2 0 0 0 0 2 0 5 4 1 0 0 2 3 0,FROSTPROOF MIDDLE/SENIOR HIGH (FROSTPROOF),POLK,2,2,0,0,0,0,2,0,5,4,1,0,0,2,3,0
GARDEN GROVE ELEMENTARY SCHOOL (WINTER HAVEN) POLK 1 1 0 0 0 0 1 0,GARDEN GROVE ELEMENTARY SCHOOL (WINTER HAVEN),POLK,,,,,,,,,1,1,0,0,0,0,1,0
GEORGE W. JENKINS SENIOR HIGH (LAKELAND) POLK 2 2 0 0 0 2 0 0 7 7 0 0 0 7 0 0,GEORGE W. JENKINS SENIOR HIGH (LAKELAND),POLK,2,2,0,0,0,2,0,0,7,7,0,0,0,7,0,0
HAINES CITY SENIOR HIGH SCHOOL (HAINES CITY) POLK 2 2 0 0 0 2 0 0,HAINES CITY SENIOR HIGH SCHOOL (HAINES CITY),POLK,,,,,,,,,2,2,0,0,0,2,0,0
HEAD OF THE CLASS LEARNING CTR (LAKELAND) POLK 2 2 0 0 0 1 1 0,HEAD OF THE CLASS LEARNING CTR (LAKELAND),POLK,,,,,,,,,2,2,0,0,0,1,1,0
HIGHLAND CITY ELEMENTARY SCHOOL (HIGHLAND CITY) POLK 3 0 1 2 0 1 2 0,HIGHLAND CITY ELEMENTARY SCHOOL (HIGHLAND CITY),POLK,,,,,,,,,3,0,1,2,0,1,2,0
HIGHLANDS GROVE ELEMENTARY SCHOOL (LAKELAND) POLK 1 1 0 0 0 1 0 0,HIGHLANDS GROVE ELEMENTARY SCHOOL (LAKELAND),POLK,,,,,,,,,1,1,0,0,0,1,0,0
HILLCREST ELEMENTARY SCHOOL (LAKE WALES) POLK 3 1 0 1 1 3 0 0,HILLCREST ELEMENTARY SCHOOL (LAKE WALES),POLK,,,,,,,,,3,1,0,1,1,3,0,0
HORIZONS ELEMENTARY SCHOOL (DAVENPORT) POLK 2 1 0 0 1 1 1 0,HORIZONS ELEMENTARY SCHOOL (DAVENPORT),POLK,,,,,,,,,2,1,0,0,1,1,1,0
INWOOD ELEMENTARY SCHOOL (WINTER HAVEN) POLK 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0,INWOOD ELEMENTARY SCHOOL (WINTER HAVEN),POLK,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
JAMES E. STEPHENS ELEMENTARY SCHOOL (BARTOW) POLK 5 1 0 3 1 4 1 0,JAMES E. STEPHENS ELEMENTARY SCHOOL (BARTOW),POLK,,,,,,,,,5,1,0,3,1,4,1,0
JAMES W. SIKES ELEMENTARY SCHOOL (LAKELAND) POLK 3 2 1 0 0 2 1 0,JAMES W. SIKES ELEMENTARY SCHOOL (LAKELAND),POLK,,,,,,,,,3,2,1,0,0,2,1,0
JERE L. STAMBAUGH MIDDLE (AUBURNDALE) POLK 2 2 0 0 0 1 1 0,JERE L. STAMBAUGH MIDDLE (AUBURNDALE),POLK,,,,,,,,,2,2,0,0,0,1,1,0
JESSE KEEN ELEMENTARY SCHOOL (LAKELAND) POLK 3 2 1 0 0 3 0 0,JESSE KEEN ELEMENTARY SCHOOL (LAKELAND),POLK,,,,,,,,,3,2,1,0,0,3,0,0
JEWETT MIDDLE ACADEMY MAGNET (WINTER HAVEN) POLK 2 1 1 0 0 2 0 0,JEWETT MIDDLE ACADEMY MAGNET (WINTER HAVEN),POLK,,,,,,,,,2,1,1,0,0,2,0,0
KATHLEEN ELEMENTARY SCHOOL (LAKELAND) POLK 1 0 0 1 0 1 0 0,KATHLEEN ELEMENTARY SCHOOL (LAKELAND),POLK,,,,,,,,,1,0,0,1,0,1,0,0
KATHLEEN SENIOR HIGH SCHOOL (LAKELAND) POLK 5 4 0 0 1 3 2 0,KATHLEEN SENIOR HIGH SCHOOL (LAKELAND),POLK,,,,,,,,,5,4,0,0,1,3,2,0
KINGSFORD ELEMENTARY SCHOOL (MULBERRY) POLK 1 1 0 0 0 1 0 0,KINGSFORD ELEMENTARY SCHOOL (MULBERRY),POLK,,,,,,,,,1,1,0,0,0,1,0,0
LAKE ALFRED ELEMENTARY SCHOOL (LAKE ALFRED) POLK 4 3 1 0 0 4 0 0,LAKE ALFRED ELEMENTARY SCHOOL (LAKE ALFRED),POLK,,,,,,,,,4,3,1,0,0,4,0,0
LAKE GIBSON SENIOR HIGH SCHOOL (LAKELAND) POLK 2 2 0 0 0 2 0 0 7 6 0 1 0 5 2 0,LAKE GIBSON SENIOR HIGH SCHOOL (LAKELAND),POLK,2,2,0,0,0,2,0,0,7,6,0,1,0,5,2,0
LAKE MARION CREEK MIDDLE SCHOOL (POINCIANA) POLK 1 1 0 0 0 0 1 0 2 1 1 0 0 1 1 0,LAKE MARION CREEK MIDDLE SCHOOL (POINCIANA),POLK,1,1,0,0,0,0,1,0,2,1,1,0,0,1,1,0
LAKE REGION HIGH SCHOOL (EAGLE LAKE) POLK 15 14 1 0 0 10 5 0,LAKE REGION HIGH SCHOOL (EAGLE LAKE),POLK,,,,,,,,,5,4,1,0,0,0,5,0
LAKE WALES SENIOR HIGH SCHOOL (LAKE WALES) POLK 1 1 0 0 0 0 1 0,LAKE WALES SENIOR HIGH SCHOOL (LAKE WALES),POLK,,,,,,,,,1,1,0,0,0,0,1,0
LAKELAND CHRISTIAN SCHOOL (LAKELAND) POLK 3 2 0 0 1 3 0 0,LAKELAND CHRISTIAN SCHOOL (LAKELAND),POLK,,,,,,,,,3,2,0,0,1,3,0,0
LAKELAND HIGHLANDS MIDDLE SCHOOL (LAKELAND) POLK 2 2 0 0 0 1 1 0,LAKELAND HIGHLANDS MIDDLE SCHOOL (LAKELAND),POLK,,,,,,,,,2,2,0,0,0,1,1,0
LAKELAND INSTITUTE FOR LEARNING (LAKELAND) POLK 1 0 1 0 0 1 0 0,LAKELAND INSTITUTE FOR LEARNING (LAKELAND),POLK,,,,,,,,,1,0,1,0,0,1,0,0
LAKELAND MONTESSORI SCHOOL HOUSE (LAKELAND) POLK 2 2 0 0 0 2 0 0 2 2 0 0 0 2 0 0,LAKELAND MONTESSORI SCHOOL HOUSE (LAKELAND),POLK,2,2,0,0,0,2,0,0,2,2,0,0,0,2,0,0
LAKELAND SENIOR HIGH SCHOOL (LAKELAND) POLK 4 2 1 0 1 4 0 0,LAKELAND SENIOR HIGH SCHOOL (LAKELAND),POLK,,,,,,,,,4,2,1,0,1,4,0,0
LANDMARK CHRISTIAN SCHOOL (HAINES CITY) POLK 1 0 0 1 0 1 0 0,LANDMARK CHRISTIAN SCHOOL (HAINES CITY),POLK,,,,,,,,,1,0,0,1,0,1,0,0
LANGUAGE & LITERACY ACADEMY FOR LEARNING (WINTER HAVEN) POLK 2 1 0 0 1 0 2 0,LANGUAGE & LITERACY ACADEMY FOR LEARNING (WINTER HAVEN),POLK,,,,,,,,,2,1,0,0,1,0,2,0
LENA VISTA ELEMENTARY SCHOOL (AUBURNDALE) POLK 1 0 1 0 0 1 0 0 5 3 1 1 0 3 2 0,LENA VISTA ELEMENTARY SCHOOL (AUBURNDALE),POLK,1,0,1,0,0,1,0,0,5,3,1,1,0,3,2,0
MCKEEL ACADEMY OF TECHNOLOGY (LAKELAND) POLK 2 1 0 0 1 2 0 0,MCKEEL ACADEMY OF TECHNOLOGY (LAKELAND),POLK,,,,,,,,,2,1,0,0,1,2,0,0
MCKEEL ELEMENTARY ACADEMY (LAKELAND) POLK 1 1 0 0 0 1 0 0,MCKEEL ELEMENTARY ACADEMY (LAKELAND),POLK,,,,,,,,,1,1,0,0,0,1,0,0
MCLAUGHLIN MIDDLE SCHOOL AND FINE ARTS ACADEMY (LAKE WALES) POLK 1 1 0 0 0 1 0 0,MCLAUGHLIN MIDDLE SCHOOL AND FINE ARTS ACADEMY (LAKE WALES),POLK,,,,,,,,,1,1,0,0,0,1,0,0
MEDULLA ELEMENTARY SCHOOL (LAKELAND) POLK 2 2 0 0 0 2 0 0,MEDULLA ELEMENTARY SCHOOL (LAKELAND),POLK,,,,,,,,,2,2,0,0,0,2,0,0
MULBERRY MIDDLE SCHOOL (MULBERRY) POLK 2 1 1 0 0 2 0 0,MULBERRY MIDDLE SCHOOL (MULBERRY),POLK,,,,,,,,,2,1,1,0,0,2,0,0
MULBERRY SENIOR HIGH SCHOOL (MULBERRY) POLK 2 2 0 0 0 2 0 0,MULBERRY SENIOR HIGH SCHOOL (MULBERRY),POLK,,,,,,,,,2,2,0,0,0,2,0,0
NAVIGATOR ACADEMY OF LEADERSHIP DAVENPORT (DAVENPORT) POLK 1 1 0 0 0 1 0 0,NAVIGATOR ACADEMY OF LEADERSHIP DAVENPORT (DAVENPORT),POLK,,,,,,,,,1,1,0,0,0,1,0,0
NEW BEGINNINGS HIGH SCHOOL (WINTER HAVEN) POLK 1 1 0 0 0 1 0 0,NEW BEGINNINGS HIGH SCHOOL (WINTER HAVEN),POLK,,,,,,,,,1,1,0,0,0,1,0,0
NORTH LAKELAND ELEMENTARY SCHOOL OF CHOICE (LAKELAND) POLK 1 0 0 0 1 1 0 0,NORTH LAKELAND ELEMENTARY SCHOOL OF CHOICE (LAKELAND),POLK,,,,,,,,,1,0,0,0,1,1,0,0
OASIS CHRISTIAN ACADEMY (WINTER HAVEN) POLK 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0,OASIS CHRISTIAN ACADEMY (WINTER HAVEN),POLK,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
OUR CAREER CENTERED ACADEMY INC. (LAKE ALFRED) POLK 1 1 0 0 0 1 0 0,OUR CAREER CENTERED ACADEMY INC. (LAKE ALFRED),POLK,,,,,,,,,1,1,0,0,0,1,0,0
PALMETTO ELEMENTARY SCHOOL (POINCIANA) POLK 2 1 1 0 0 2 0 0,PALMETTO ELEMENTARY SCHOOL (POINCIANA),POLK,,,,,,,,,2,1,1,0,0,2,0,0
PARKWAY CHRISTIAN ACADEMY (LAKELAND) POLK 1 1 0 0 0 1 0 0,PARKWAY CHRISTIAN ACADEMY (LAKELAND),POLK,,,,,,,,,1,1,0,0,0,1,0,0
PINEWOOD ELEMENTARY SCHOOL (EAGLE LAKE) POLK 3 3 0 0 0 2 1 0,PINEWOOD ELEMENTARY SCHOOL (EAGLE LAKE),POLK,,,,,,,,,3,3,0,0,0,2,1,0
POLK AVENUE ELEMENTARY SCHOOL (LAKE WALES) POLK 1 1 0 0 0 0 1 0 4 4 0 0 0 2 2 0,POLK AVENUE ELEMENTARY SCHOOL (LAKE WALES),POLK,1,1,0,0,0,0,1,0,4,4,0,0,0,2,2,0
R. CLEM CHURCHWELL ELEMENTARY SCHOOL (LAKELAND) POLK 5 2 3 0 0 3 2 0,R. CLEM CHURCHWELL ELEMENTARY SCHOOL (LAKELAND),POLK,,,,,,,,,5,2,3,0,0,3,2,0
RIDGE COMMUNITY HIGH SCHOOL (DAVENPORT) POLK 1 1 0 0 0 1 0 0 4 4 0 0 0 3 1 0,RIDGE COMMUNITY HIGH SCHOOL (DAVENPORT),POLK,1,1,0,0,0,1,0,0,4,4,0,0,0,3,1,0
RIDGE TECHNICAL COLLEGE (WINTER HAVEN) POLK 1 1 0 0 0 1 0 0,RIDGE TECHNICAL COLLEGE (WINTER HAVEN),POLK,,,,,,,,,1,1,0,0,0,1,0,0
RIDGEVIEW GLOBAL STUDIES ACADEMY (DAVENPORT) POLK 2 2 0 0 0 1 1 0,RIDGEVIEW GLOBAL STUDIES ACADEMY (DAVENPORT),POLK,,,,,,,,,2,2,0,0,0,1,1,0
ROOSEVELT ACADEMY (LAKE WALES) POLK 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,ROOSEVELT ACADEMY (LAKE WALES),POLK,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
SANDHILL ELEMENTARY SCHOOL (HAINES CITY) POLK 1 1 0 0 0 1 0 0 3 2 0 1 0 3 0 0,SANDHILL ELEMENTARY SCHOOL (HAINES CITY),POLK,1,1,0,0,0,1,0,0,3,2,0,1,0,3,0,0
SANTA FE CATHOLIC HIGH SCHOOL (LAKELAND) POLK 1 1 0 0 0 1 0 0,SANTA FE CATHOLIC HIGH SCHOOL (LAKELAND),POLK,,,,,,,,,1,1,0,0,0,1,0,0
SCOTT LAKE ELEMENTARY SCHOOL (LAKELAND) POLK 3 0 1 1 1 3 0 0,SCOTT LAKE ELEMENTARY SCHOOL (LAKELAND),POLK,,,,,,,,,3,0,1,1,1,3,0,0
SHELLEY S. BOONE MIDDLE SCHOOL (HAINES CITY) POLK 4 4 0 0 0 2 2 0,SHELLEY S. BOONE MIDDLE SCHOOL (HAINES CITY),POLK,,,,,,,,,4,4,0,0,0,2,2,0
SLEEPY HILL ELEMENTARY SCHOOL (LAKELAND) POLK 1 1 0 0 0 1 0 0,SLEEPY HILL ELEMENTARY SCHOOL (LAKELAND),POLK,,,,,,,,,1,1,0,0,0,1,0,0
SOUTH MCKEEL ACADEMY (LAKELAND) POLK 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0,SOUTH MCKEEL ACADEMY (LAKELAND),POLK,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
SOUTHWEST ELEMENTARY SCHOOL (LAKELAND) POLK 1 1 0 0 0 1 0 0,SOUTHWEST ELEMENTARY SCHOOL (LAKELAND),POLK,,,,,,,,,1,1,0,0,0,1,0,0
SPESSARD L HOLLAND ELEMENTARY (BARTOW) POLK 1 0 0 0 1 1 0 0,SPESSARD L HOLLAND ELEMENTARY (BARTOW),POLK,,,,,,,,,1,0,0,0,1,1,0,0
TENOROC HIGH SCHOOL (LAKELAND) POLK 2 1 1 0 0 2 0 0,TENOROC HIGH SCHOOL (LAKELAND),POLK,,,,,,,,,2,1,1,0,0,2,0,0
THE CHRISTIAN ACADEMY OF WINTER HAVEN INC. (WINTER HAVEN) POLK 1 1 0 0 0 0 1 0,THE CHRISTIAN ACADEMY OF WINTER HAVEN INC. (WINTER HAVEN),POLK,,,,,,,,,1,1,0,0,0,0,1,0
THE ROBERTS ACADEMY (LAKELAND) POLK 1 1 0 0 0 1 0 0,THE ROBERTS ACADEMY (LAKELAND),POLK,,,,,,,,,1,1,0,0,0,1,0,0
UNION ACADEMY (BARTOW) POLK 1 1 0 0 0 1 0 0,UNION ACADEMY (BARTOW),POLK,,,,,,,,,1,1,0,0,0,1,0,0
UNKNOWN POLK 1 1 0 0 0 1 0 0,UNKNOWN,POLK,,,,,,,,,1,1,0,0,0,1,0,0
VALLEYVIEW ELEMENTARY SCHOOL (LAKELAND) POLK 2 1 1 0 0 2 0 0,VALLEYVIEW ELEMENTARY SCHOOL (LAKELAND),POLK,,,,,,,,,2,1,1,0,0,2,0,0
VICTORY CHRISTIAN ACADEMY (LAKELAND) POLK 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,VICTORY CHRISTIAN ACADEMY (LAKELAND),POLK,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
WALTER CALDWELL ELEMENTARY SCHOOL (AUBURNDALE) POLK 2 2 0 0 0 1 1 0,WALTER CALDWELL ELEMENTARY SCHOOL (AUBURNDALE),POLK,,,,,,,,,2,2,0,0,0,1,1,0
WESTWOOD MIDDLE SCHOOL (WINTER HAVEN) POLK 2 2 0 0 0 2 0 0,WESTWOOD MIDDLE SCHOOL (WINTER HAVEN),POLK,,,,,,,,,2,2,0,0,0,2,0,0
