LineData,School,County,CasesPriorWeek,StudentsPriorWeek,TeachersPriorWeek,StaffPriorWeek,UnknownPriorWeek,SymptomsPriorWeekNo,SymptomsPriorWeekYes,SymptomsPriorWeekUnknown,CasesTotal,StudentsTotal,TeachersTotal,StaffTotal,UnknownTotal,SymptomsTotalYes,SymptomsTotalNo,SymptomsTotalUnknown
CLEWISTON CHRISTIAN SCHOOL (CLEWISTON) HENDRY 1 0 0 0 1 1 0 0,CLEWISTON CHRISTIAN SCHOOL (CLEWISTON),HENDRY,,,,,,,,,1,0,0,0,1,1,0,0
CLEWISTON HIGH SCHOOL (CLEWISTON) HENDRY 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,CLEWISTON HIGH SCHOOL (CLEWISTON),HENDRY,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
CLEWISTON MIDDLE SCHOOL (CLEWISTON) HENDRY 2 1 0 0 1 1 1 0,CLEWISTON MIDDLE SCHOOL (CLEWISTON),HENDRY,,,,,,,,,2,1,0,0,1,1,1,0
LABELLE ELEMENTARY SCHOOL (LABELLE) HENDRY 2 1 1 0 0 2 0 0,LABELLE ELEMENTARY SCHOOL (LABELLE),HENDRY,,,,,,,,,2,1,1,0,0,2,0,0
LABELLE MIDDLE SCHOOL (LABELLE) HENDRY 2 1 0 0 1 2 0 0,LABELLE MIDDLE SCHOOL (LABELLE),HENDRY,,,,,,,,,2,1,0,0,1,2,0,0
CHALLENGER K-8 SCHOOL OF SCIENCE AND MATH (SPRING HILL) HERNANDO 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,CHALLENGER K-8 SCHOOL OF SCIENCE AND MATH (SPRING HILL),HERNANDO,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
D. S. PARROTT MIDDLE SCHOOL (BROOKSVILLE) HERNANDO 2 2 0 0 0 1 1 0 4 4 0 0 0 1 3 0,D. S. PARROTT MIDDLE SCHOOL (BROOKSVILLE),HERNANDO,2,2,0,0,0,1,1,0,4,4,0,0,0,1,3,0
FRANK W. SPRINGSTEAD HIGH SCHOOL (BROOKSVILLE) HERNANDO 2 2 0 0 0 0 2 0,FRANK W. SPRINGSTEAD HIGH SCHOOL (BROOKSVILLE),HERNANDO,,,,,,,,,2,2,0,0,0,0,2,0
HERNANDO COUNTY ADULT EDUCATION (BROOKSVILLE) HERNANDO 1 0 0 0 1 1 0 0,HERNANDO COUNTY ADULT EDUCATION (BROOKSVILLE),HERNANDO,,,,,,,,,1,0,0,0,1,1,0,0
HERNANDO HIGH SCHOOL (BROOKSVILLE) HERNANDO 1 1 0 0 0 1 0 0,HERNANDO HIGH SCHOOL (BROOKSVILLE),HERNANDO,,,,,,,,,1,1,0,0,0,1,0,0
JOHN D. FLOYD ELEMENTARY SCHOOL (SPRING HILL) HERNANDO 2 2 0 0 0 1 1 0,JOHN D. FLOYD ELEMENTARY SCHOOL (SPRING HILL),HERNANDO,,,,,,,,,2,2,0,0,0,1,1,0
MOTON ELEMENTARY SCHOOL (BROOKSVILLE) HERNANDO 2 2 0 0 0 1 1 0,MOTON ELEMENTARY SCHOOL (BROOKSVILLE),HERNANDO,,,,,,,,,2,2,0,0,0,1,1,0
NATURE COAST TECHNICAL HIGH (BROOKSVILLE) HERNANDO 7 1 1 3 2 7 0 0 12 5 1 4 2 11 1 0,NATURE COAST TECHNICAL HIGH (BROOKSVILLE),HERNANDO,7,1,1,3,2,7,0,0,12,5,1,4,2,11,1,0
PINE GROVE ELEMENTARY SCHOOL (BROOKSVILLE) HERNANDO 2 1 0 0 1 2 0 0,PINE GROVE ELEMENTARY SCHOOL (BROOKSVILLE),HERNANDO,,,,,,,,,2,1,0,0,1,2,0,0
POWELL MIDDLE SCHOOL (BROOKSVILLE) HERNANDO 5 2 2 0 1 4 1 0,POWELL MIDDLE SCHOOL (BROOKSVILLE),HERNANDO,,,,,,,,,5,2,2,0,1,4,1,0
SPRING HILL CHRISTIAN ACADEMY (SPRING HILL) HERNANDO 4 3 0 0 1 2 1 1 6 5 0 0 1 4 1 1,SPRING HILL CHRISTIAN ACADEMY (SPRING HILL),HERNANDO,4,3,0,0,1,2,1,1,6,5,0,0,1,4,1,1
SPRING HILL ELEMENTARY SCHOOL (SPRING HILL) HERNANDO 1 0 0 0 1 1 0 0,SPRING HILL ELEMENTARY SCHOOL (SPRING HILL),HERNANDO,,,,,,,,,1,0,0,0,1,1,0,0
AVON ELEMENTARY SCHOOL (AVON PARK) HIGHLANDS 1 1 0 0 0 1 0 0,AVON ELEMENTARY SCHOOL (AVON PARK),HIGHLANDS,,,,,,,,,1,1,0,0,0,1,0,0
AVON PARK HIGH SCHOOL (AVON PARK) HIGHLANDS 3 3 0 0 0 3 0 0,AVON PARK HIGH SCHOOL (AVON PARK),HIGHLANDS,,,,,,,,,3,3,0,0,0,3,0,0
HEARTLAND CHRISTIAN SCHOOL (SEBRING) HIGHLANDS 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,HEARTLAND CHRISTIAN SCHOOL (SEBRING),HIGHLANDS,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
HILL-GUSTAT MIDDLE SCHOOL (SEBRING) HIGHLANDS 3 0 0 1 2 3 0 0,HILL-GUSTAT MIDDLE SCHOOL (SEBRING),HIGHLANDS,,,,,,,,,3,0,0,1,2,3,0,0
LAKE COUNTRY ELEMENTARY SCHOOL (LAKE PLACID) HIGHLANDS 1 0 0 0 1 1 0 0,LAKE COUNTRY ELEMENTARY SCHOOL (LAKE PLACID),HIGHLANDS,,,,,,,,,1,0,0,0,1,1,0,0
LAKE PLACID HIGH SCHOOL (LAKE PLACID) HIGHLANDS 1 1 0 0 0 1 0 0 2 2 0 0 0 1 1 0,LAKE PLACID HIGH SCHOOL (LAKE PLACID),HIGHLANDS,1,1,0,0,0,1,0,0,2,2,0,0,0,1,1,0
LAKE PLACID MIDDLE SCHOOL (LAKE PLACID) HIGHLANDS 2 2 0 0 0 2 0 0,LAKE PLACID MIDDLE SCHOOL (LAKE PLACID),HIGHLANDS,,,,,,,,,2,2,0,0,0,2,0,0
SEBRING HIGH SCHOOL (SEBRING) HIGHLANDS 3 3 0 0 0 2 1 0,SEBRING HIGH SCHOOL (SEBRING),HIGHLANDS,,,,,,,,,3,3,0,0,0,2,1,0
SEBRING MIDDLE SCHOOL (SEBRING) HIGHLANDS 1 1 0 0 0 1 0 0,SEBRING MIDDLE SCHOOL (SEBRING),HIGHLANDS,,,,,,,,,1,1,0,0,0,1,0,0
ST. CATHERINE CATHOLIC SCHOOL 2 (SEBRING) HIGHLANDS 1 1 0 0 0 0 1 0,ST. CATHERINE CATHOLIC SCHOOL 2 (SEBRING),HIGHLANDS,,,,,,,,,1,1,0,0,0,0,1,0
WALKER MEMORIAL ACADEMY (AVON PARK) HIGHLANDS 1 0 0 0 1 1 0 0,WALKER MEMORIAL ACADEMY (AVON PARK),HIGHLANDS,,,,,,,,,1,0,0,0,1,1,0,0
ADVANTAGE ACADEMY OF HILLSBOROUGH (PLANT CITY) HILLSBOROUGH 1 1 0 0 0 0 1 0,ADVANTAGE ACADEMY OF HILLSBOROUGH (PLANT CITY),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,0,1,0
ALONSO HIGH SCHOOL (TAMPA) HILLSBOROUGH 4 4 0 0 0 4 0 0,ALONSO HIGH SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,4,4,0,0,0,4,0,0
AMI KIDS TAMPA (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0,AMI KIDS TAMPA (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
APOLLO BEACH ELEMENTARY SCHOOL (APOLLO BEACH) HILLSBOROUGH 1 0 1 0 0 1 0 0 4 3 1 0 0 3 0 1,APOLLO BEACH ELEMENTARY SCHOOL (APOLLO BEACH),HILLSBOROUGH,1,0,1,0,0,1,0,0,4,3,1,0,0,3,0,1
BALLAST POINT ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0,BALLAST POINT ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
BARRINGTON MIDDLE SCHOOL (LITHIA) HILLSBOROUGH 3 2 0 0 1 2 1 0,BARRINGTON MIDDLE SCHOOL (LITHIA),HILLSBOROUGH,,,,,,,,,3,2,0,0,1,2,1,0
BAY CREST ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,BAY CREST ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
BERKELEY PREPARATORY SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0,BERKELEY PREPARATORY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
BEVIS ELEMENTARY SCHOOL (LITHIA) HILLSBOROUGH 2 1 0 1 0 0 1 1,BEVIS ELEMENTARY SCHOOL (LITHIA),HILLSBOROUGH,,,,,,,,,2,1,0,1,0,0,1,1
BLAKE HIGH SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0 4 4 0 0 0 4 0 0,BLAKE HIGH SCHOOL (TAMPA),HILLSBOROUGH,1,1,0,0,0,1,0,0,4,4,0,0,0,4,0,0
BLOOMINGDALE HIGH SCHOOL (VALRICO) HILLSBOROUGH 1 1 0 0 0 1 0 0,BLOOMINGDALE HIGH SCHOOL (VALRICO),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
BOYETTE SPRINGS ELEMENTARY SCHOOL (RIVERVIEW) HILLSBOROUGH 1 1 0 0 0 1 0 0,BOYETTE SPRINGS ELEMENTARY SCHOOL (RIVERVIEW),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
BRANDON HIGH SCHOOL (BRANDON) HILLSBOROUGH 1 1 0 0 0 1 0 0 3 3 0 0 0 1 2 0,BRANDON HIGH SCHOOL (BRANDON),HILLSBOROUGH,1,1,0,0,0,1,0,0,3,3,0,0,0,1,2,0
BRIDGEPREP ACADEMY OF RIVERVIEW (RIVERVIEW) HILLSBOROUGH 1 0 1 0 0 1 0 0 3 1 1 0 1 3 0 0,BRIDGEPREP ACADEMY OF RIVERVIEW (RIVERVIEW),HILLSBOROUGH,1,0,1,0,0,1,0,0,3,1,1,0,1,3,0,0
BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0,BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
BRYAN ELEMENTARY SCHOOL (PLANT CITY) HILLSBOROUGH 1 0 0 1 0 1 0 0 8 7 0 1 0 7 0 1,BRYAN ELEMENTARY SCHOOL (PLANT CITY),HILLSBOROUGH,1,0,0,1,0,1,0,0,8,7,0,1,0,7,0,1
BUCHANAN MIDDLE SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 0 1 0 2 1 0 0 1 1 1 0,BUCHANAN MIDDLE SCHOOL (TAMPA),HILLSBOROUGH,1,1,0,0,0,0,1,0,2,1,0,0,1,1,1,0
CAMBRIDGE CHRISTIAN SCHOOL (TAMPA) HILLSBOROUGH 1 0 0 0 1 1 0 0 2 1 0 0 1 2 0 0,CAMBRIDGE CHRISTIAN SCHOOL (TAMPA),HILLSBOROUGH,1,0,0,0,1,1,0,0,2,1,0,0,1,2,0,0
CHAMBERLAIN HIGH SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,CHAMBERLAIN HIGH SCHOOL (TAMPA),HILLSBOROUGH,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
CHILES ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 0 0 1 0 0 0 1,CHILES ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,0,0,1,0,0,0,1
COLLINS ELEMENTARY SCHOOL (RIVERVIEW) HILLSBOROUGH 1 1 0 0 0 0 1 0,COLLINS ELEMENTARY SCHOOL (RIVERVIEW),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,0,1,0
CONGREGATION SCHAARAI ZEDEK HILLSBOROUGH 1 0 0 0 1 1 0 0,CONGREGATION SCHAARAI ZEDEK,HILLSBOROUGH,,,,,,,,,1,0,0,0,1,1,0,0
CORK ELEMENTARY SCHOOL (PLANT CITY) HILLSBOROUGH 1 1 0 0 0 1 0 0,CORK ELEMENTARY SCHOOL (PLANT CITY),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
CRESTWOOD ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 3 3 0 0 0 3 0 0,CRESTWOOD ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,3,3,0,0,0,3,0,0
CRISTO REY TAMPA (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0,CRISTO REY TAMPA (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
DOBY ELEMENTARY SCHOOL (APOLLO BEACH) HILLSBOROUGH 1 0 1 0 0 1 0 0,DOBY ELEMENTARY SCHOOL (APOLLO BEACH),HILLSBOROUGH,,,,,,,,,1,0,1,0,0,1,0,0
DOVER ELEMENTARY SCHOOL (DOVER) HILLSBOROUGH 2 1 0 1 0 1 1 0 6 4 1 1 0 5 1 0,DOVER ELEMENTARY SCHOOL (DOVER),HILLSBOROUGH,2,1,0,1,0,1,1,0,6,4,1,1,0,5,1,0
DR CARTER G WOODSON K-8 SCHOOL (TAMPA) HILLSBOROUGH 1 0 0 0 1 1 0 0 2 0 0 0 2 2 0 0,DR CARTER G WOODSON K-8 SCHOOL (TAMPA),HILLSBOROUGH,1,0,0,0,1,1,0,0,2,0,0,0,2,2,0,0
DURANT HIGH SCHOOL (PLANT CITY) HILLSBOROUGH 1 1 0 0 0 0 0 1 4 4 0 0 0 3 0 1,DURANT HIGH SCHOOL (PLANT CITY),HILLSBOROUGH,1,1,0,0,0,0,0,1,4,4,0,0,0,3,0,1
EAST BAY HIGH SCHOOL (GIBSONTON) HILLSBOROUGH 2 1 1 0 0 2 0 0 2 1 1 0 0 2 0 0,EAST BAY HIGH SCHOOL (GIBSONTON),HILLSBOROUGH,2,1,1,0,0,2,0,0,2,1,1,0,0,2,0,0
ESSRIG ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 0 0 0 1 1 0 0,ESSRIG ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,0,0,0,1,1,0,0
FARNELL MIDDLE SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0 2 1 0 0 1 2 0 0,FARNELL MIDDLE SCHOOL (TAMPA),HILLSBOROUGH,1,1,0,0,0,1,0,0,2,1,0,0,1,2,0,0
FERRELL MIDDLE MAGNET SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 0 1 0,FERRELL MIDDLE MAGNET SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,0,1,0
FISHHAWK CREEK ELEMENTARY SCHOOL (LITHIA) HILLSBOROUGH 2 2 0 0 0 0 1 1,FISHHAWK CREEK ELEMENTARY SCHOOL (LITHIA),HILLSBOROUGH,,,,,,,,,2,2,0,0,0,0,1,1
FLORIDA COLLEGE (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0,FLORIDA COLLEGE (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
FOLSOM ELEMENTARY SCHOOL (THONOTOSASSA) HILLSBOROUGH 1 0 1 0 0 0 0 1,FOLSOM ELEMENTARY SCHOOL (THONOTOSASSA),HILLSBOROUGH,,,,,,,,,1,0,1,0,0,0,0,1
FOREST HILLS ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 0 0 0 1 0 0 1,FOREST HILLS ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,0,0,0,1,0,0,1
FOSTER ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 0 0 0 1 1 0 0,FOSTER ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,0,0,0,1,1,0,0
FOUNDATION CHRISTIAN ACADEMY (VALRICO) HILLSBOROUGH 2 1 0 0 1 1 1 0,FOUNDATION CHRISTIAN ACADEMY (VALRICO),HILLSBOROUGH,,,,,,,,,2,1,0,0,1,1,1,0
FREEDOM HIGH SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0 5 5 0 0 0 3 2 0,FREEDOM HIGH SCHOOL (TAMPA),HILLSBOROUGH,1,1,0,0,0,1,0,0,5,5,0,0,0,3,2,0
GAITHER HIGH SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0,GAITHER HIGH SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
GRAHAM ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0,GRAHAM ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
HAMMOND ELEMENTARY SCHOOL (ODESSA) HILLSBOROUGH 1 1 0 0 0 0 1 0,HAMMOND ELEMENTARY SCHOOL (ODESSA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,0,1,0
HENDERSON HAMMOCK CHARTER SCHOOL (TAMPA) HILLSBOROUGH 4 3 0 0 1 4 0 0,HENDERSON HAMMOCK CHARTER SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,4,3,0,0,1,4,0,0
HERITAGE ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,HERITAGE ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
HILL MIDDLE SCHOOL (TAMPA) HILLSBOROUGH 1 0 1 0 0 0 0 1,HILL MIDDLE SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,0,1,0,0,0,0,1
HILLSBOROUGH ACADEMY OF MATH AND SCIENCE (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0,HILLSBOROUGH ACADEMY OF MATH AND SCIENCE (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
HILLSBOROUGH DISTRICT OFFICE (TAMPA) HILLSBOROUGH 2 1 0 0 1 1 0 1,HILLSBOROUGH DISTRICT OFFICE (TAMPA),HILLSBOROUGH,,,,,,,,,2,1,0,0,1,1,0,1
HILLSDALE CHRISTIAN ACADEMY (TAMPA) HILLSBOROUGH 1 1 0 0 0 0 1 0,HILLSDALE CHRISTIAN ACADEMY (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,0,1,0
JACKSON ELEMENTARY SCHOOL (PLANT CITY) HILLSBOROUGH 1 1 0 0 0 1 0 0,JACKSON ELEMENTARY SCHOOL (PLANT CITY),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
JEFFERSON HIGH SCHOOL (TAMPA) HILLSBOROUGH 4 4 0 0 0 2 2 0,JEFFERSON HIGH SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,4,4,0,0,0,2,2,0
JESUIT HIGH SCHOOL (TAMPA) HILLSBOROUGH 2 2 0 0 0 2 0 0,JESUIT HIGH SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,2,2,0,0,0,2,0,0
JULE F SUMNER HIGH SCHOOL (RIVERVIEW) HILLSBOROUGH 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,JULE F SUMNER HIGH SCHOOL (RIVERVIEW),HILLSBOROUGH,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
KING HIGH SCHOOL (TAMPA) HILLSBOROUGH 2 2 0 0 0 2 0 0,KING HIGH SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,2,2,0,0,0,2,0,0
KNIGHTS ELEMENTARY SCHOOL (PLANT CITY) HILLSBOROUGH 1 1 0 0 0 1 0 0,KNIGHTS ELEMENTARY SCHOOL (PLANT CITY),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
LANIER ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0,LANIER ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
LEARNING GATE COMMUNITY SCHOOL (LUTZ) HILLSBOROUGH 1 0 0 1 0 1 0 0,LEARNING GATE COMMUNITY SCHOOL (LUTZ),HILLSBOROUGH,,,,,,,,,1,0,0,1,0,1,0,0
LETO HIGH SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 0 1 0 5 4 0 0 1 3 2 0,LETO HIGH SCHOOL (TAMPA),HILLSBOROUGH,1,1,0,0,0,0,1,0,5,4,0,0,1,3,2,0
LIBERTY MIDDLE SCHOOL (TAMPA) HILLSBOROUGH 2 2 0 0 0 2 0 0,LIBERTY MIDDLE SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,2,2,0,0,0,2,0,0
LIMONA ELEMENTARY SCHOOL (BRANDON) HILLSBOROUGH 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,LIMONA ELEMENTARY SCHOOL (BRANDON),HILLSBOROUGH,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
LINCOLN ELEMENTARY MAGNET SCHOOL (PLANT CITY) HILLSBOROUGH 1 1 0 0 0 1 0 0,LINCOLN ELEMENTARY MAGNET SCHOOL (PLANT CITY),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
LUTZ K-8 SCHOOL (LUTZ) HILLSBOROUGH 1 0 0 1 0 1 0 0,LUTZ K-8 SCHOOL (LUTZ),HILLSBOROUGH,,,,,,,,,1,0,0,1,0,1,0,0
LUTZ PREPARATORY SCHOOL (LUTZ) HILLSBOROUGH 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,LUTZ PREPARATORY SCHOOL (LUTZ),HILLSBOROUGH,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
MANGO ELEMENTARY SCHOOL (SEFFNER) HILLSBOROUGH 3 3 0 0 0 2 1 0,MANGO ELEMENTARY SCHOOL (SEFFNER),HILLSBOROUGH,,,,,,,,,3,3,0,0,0,2,1,0
MANISCALCO K-8 SCHOOL (LUTZ) HILLSBOROUGH 1 1 0 0 0 1 0 0,MANISCALCO K-8 SCHOOL (LUTZ),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
MANN MIDDLE SCHOOL (BRANDON) HILLSBOROUGH 1 0 0 1 0 1 0 0,MANN MIDDLE SCHOOL (BRANDON),HILLSBOROUGH,,,,,,,,,1,0,0,1,0,1,0,0
MARSHALL MIDDLE MAGNET SCHOOL (PLANT CITY) HILLSBOROUGH 2 1 0 0 1 2 0 0,MARSHALL MIDDLE MAGNET SCHOOL (PLANT CITY),HILLSBOROUGH,,,,,,,,,2,1,0,0,1,2,0,0
MARTINEZ MIDDLE SCHOOL HILLSBOROUGH 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,MARTINEZ MIDDLE SCHOOL,HILLSBOROUGH,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
MARTINEZ MIDDLE SCHOOL (LUTZ) HILLSBOROUGH 2 2 0 0 0 2 0 0,MARTINEZ MIDDLE SCHOOL (LUTZ),HILLSBOROUGH,,,,,,,,,2,2,0,0,0,2,0,0
MCKITRICK ELEMENTARY SCHOOL (LUTZ) HILLSBOROUGH 1 0 0 0 1 1 0 0,MCKITRICK ELEMENTARY SCHOOL (LUTZ),HILLSBOROUGH,,,,,,,,,1,0,0,0,1,1,0,0
MIDDLETON HIGH SCHOOL (TAMPA) HILLSBOROUGH 1 0 0 0 1 0 1 0,MIDDLETON HIGH SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,0,0,0,1,0,1,0
MILES ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 0 0 0 1 1 0 0,MILES ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,0,0,0,1,1,0,0
MORGAN WOODS ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 3 0 0 1 2 3 0 0,MORGAN WOODS ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,3,0,0,1,2,3,0,0
MORT ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 4 3 1 0 0 4 0 0,MORT ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,4,3,1,0,0,4,0,0
MOTHER TERESA OF CALCUTTA CATHOLIC SCHOOL (LUTZ) HILLSBOROUGH 1 1 0 0 0 0 1 0,MOTHER TERESA OF CALCUTTA CATHOLIC SCHOOL (LUTZ),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,0,1,0
MULRENNAN MIDDLE SCHOOL (VALRICO) HILLSBOROUGH 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0,MULRENNAN MIDDLE SCHOOL (VALRICO),HILLSBOROUGH,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
NAVIGATOR ACADEMY OF LEADERSHIP VALRICO (VALRICO) HILLSBOROUGH 2 2 0 0 0 1 1 0,NAVIGATOR ACADEMY OF LEADERSHIP VALRICO (VALRICO),HILLSBOROUGH,,,,,,,,,2,2,0,0,0,1,1,0
NEWSOME HIGH SCHOOL (LITHIA) HILLSBOROUGH 11 11 0 0 0 7 2 2,NEWSOME HIGH SCHOOL (LITHIA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,7,2,2
NORTH TAMPA CHRISTIAN ACADEMY (WESLEY CHAPEL) HILLSBOROUGH 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,NORTH TAMPA CHRISTIAN ACADEMY (WESLEY CHAPEL),HILLSBOROUGH,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
NORTHWEST ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0,NORTHWEST ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
OAK GROVE ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 0 1 0 0 1 0 0,OAK GROVE ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,0,1,0,0,1,0,0
PACE CENTER FOR GIRLS (TAMPA) HILLSBOROUGH 1 1 0 0 0 0 1 0,PACE CENTER FOR GIRLS (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,0,1,0
PALM RIVER ELEMENTARY SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 0 1 0,PALM RIVER ELEMENTARY SCHOOL (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,0,1,0
PEPIN ACADEMIES (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0,PEPIN ACADEMIES (TAMPA),HILLSBOROUGH,,,,,,,,,1,1,0,0,0,1,0,0
PIERCE MIDDLE SCHOOL (TAMPA) HILLSBOROUGH 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,PIERCE MIDDLE SCHOOL (TAMPA),HILLSBOROUGH,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
